dateday,season,year,month,count,season_category,hour,time_category
2011-06-21,winter,2011,Jun,6,,2,Malam
2011-06-21,winter,2011,Jun,2,,3,Malam
2011-06-21,winter,2011,Jun,9,,4,Pagi
2011-06-21,winter,2011,Jun,25,,5,Pagi
2011-06-21,winter,2011,Jun,115,,6,Pagi
2011-06-21,winter,2011,Jun,309,,7,Pagi
2011-06-21,winter,2011,Jun,401,,8,Pagi
2011-06-21,winter,2011,Jun,275,,9,Pagi
2011-06-21,winter,2011,Jun,161,,10,Pagi
2011-06-21,winter,2011,Jun,171,,11,Siang
2011-06-21,winter,2011,Jun,189,,12,Siang
2011-06-21,winter,2011,Jun,207,,13,Siang
2011-06-21,winter,2011,Jun,152,,14,Siang
2011-06-21,winter,2011,Jun,170,,15,Siang
2011-06-21,winter,2011,Jun,335,,16,Sore
2011-06-21,winter,2011,Jun,572,,17,Sore
2011-06-21,winter,2011,Jun,536,,18,Sore
2011-06-21,winter,2011,Jun,425,,19,Sore
2011-06-21,winter,2011,Jun,326,,20,Malam
2011-06-21,winter,2011,Jun,229,,21,Malam
2011-06-21,winter,2011,Jun,109,,22,Malam
2011-06-21,winter,2011,Jun,64,,23,Malam
2011-06-22,winter,2011,Jun,33,,0,Malam
2011-06-22,winter,2011,Jun,21,,1,Malam
2011-06-22,winter,2011,Jun,7,,2,Malam
2011-06-22,winter,2011,Jun,7,,3,Malam
2011-06-22,winter,2011,Jun,11,,4,Pagi
2011-06-22,winter,2011,Jun,23,,5,Pagi
2011-06-22,winter,2011,Jun,122,,6,Pagi
2011-06-22,winter,2011,Jun,311,,7,Pagi
2011-06-22,winter,2011,Jun,423,,8,Pagi
2011-06-22,winter,2011,Jun,219,,9,Pagi
2011-06-22,winter,2011,Jun,135,,10,Pagi
2011-06-22,winter,2011,Jun,145,,11,Siang
2011-06-22,winter,2011,Jun,188,,12,Siang
2011-06-22,winter,2011,Jun,147,,13,Siang
2011-06-22,winter,2011,Jun,145,,14,Siang
2011-06-22,winter,2011,Jun,146,,15,Siang
2011-06-22,winter,2011,Jun,258,,16,Sore
2011-06-22,winter,2011,Jun,529,,17,Sore
2011-06-22,winter,2011,Jun,513,,18,Sore
2011-06-22,winter,2011,Jun,342,,19,Sore
2011-06-22,winter,2011,Jun,282,,20,Malam
2011-06-22,winter,2011,Jun,247,,21,Malam
2011-06-22,winter,2011,Jun,148,,22,Malam
2011-06-22,winter,2011,Jun,105,,23,Malam
2011-06-23,winter,2011,Jun,49,,0,Malam
2011-06-23,winter,2011,Jun,31,,1,Malam
2011-06-23,winter,2011,Jun,4,,2,Malam
2011-06-23,winter,2011,Jun,5,,3,Malam
2011-06-23,winter,2011,Jun,7,,4,Pagi
2011-06-23,winter,2011,Jun,24,,5,Pagi
2011-06-23,winter,2011,Jun,100,,6,Pagi
2011-06-23,winter,2011,Jun,327,,7,Pagi
2011-06-23,winter,2011,Jun,432,,8,Pagi
2011-06-23,winter,2011,Jun,227,,9,Pagi
2011-06-23,winter,2011,Jun,127,,10,Pagi
2011-06-23,winter,2011,Jun,136,,11,Siang
2011-06-23,winter,2011,Jun,160,,12,Siang
2011-06-23,winter,2011,Jun,186,,13,Siang
2011-06-23,winter,2011,Jun,149,,14,Siang
2011-06-23,winter,2011,Jun,189,,15,Siang
2011-06-23,winter,2011,Jun,275,,16,Sore
2011-06-23,winter,2011,Jun,569,,17,Sore
2011-06-23,winter,2011,Jun,540,,18,Sore
2011-06-23,winter,2011,Jun,400,,19,Sore
2011-06-23,winter,2011,Jun,352,,20,Malam
2011-06-23,winter,2011,Jun,234,,21,Malam
2011-06-23,winter,2011,Jun,162,,22,Malam
2011-06-23,winter,2011,Jun,105,,23,Malam
2011-06-24,winter,2011,Jun,63,,0,Malam
2011-06-24,winter,2011,Jun,28,,1,Malam
2011-06-24,winter,2011,Jun,14,,2,Malam
2011-06-24,winter,2011,Jun,5,,3,Malam
2011-06-24,winter,2011,Jun,9,,4,Pagi
2011-06-24,winter,2011,Jun,20,,5,Pagi
2011-06-24,winter,2011,Jun,91,,6,Pagi
2011-06-24,winter,2011,Jun,268,,7,Pagi
2011-06-24,winter,2011,Jun,466,,8,Pagi
2011-06-24,winter,2011,Jun,231,,9,Pagi
2011-06-24,winter,2011,Jun,145,,10,Pagi
2011-06-24,winter,2011,Jun,203,,11,Siang
2011-06-24,winter,2011,Jun,201,,12,Siang
2011-06-24,winter,2011,Jun,221,,13,Siang
2011-06-24,winter,2011,Jun,229,,14,Siang
2011-06-24,winter,2011,Jun,216,,15,Siang
2011-06-24,winter,2011,Jun,327,,16,Sore
2011-06-24,winter,2011,Jun,557,,17,Sore
2011-06-24,winter,2011,Jun,452,,18,Sore
2011-06-24,winter,2011,Jun,385,,19,Sore
2011-06-24,winter,2011,Jun,288,,20,Malam
2011-06-24,winter,2011,Jun,233,,21,Malam
2011-06-24,winter,2011,Jun,167,,22,Malam
2011-06-24,winter,2011,Jun,172,,23,Malam
2011-06-25,winter,2011,Jun,116,,0,Malam
2011-06-25,winter,2011,Jun,95,,1,Malam
2011-06-25,winter,2011,Jun,59,,2,Malam
2011-06-25,winter,2011,Jun,39,,3,Malam
2011-06-25,winter,2011,Jun,11,,4,Pagi
2011-06-25,winter,2011,Jun,14,,5,Pagi
2011-06-25,winter,2011,Jun,29,,6,Pagi
2011-06-25,winter,2011,Jun,42,,7,Pagi
2011-06-25,winter,2011,Jun,112,,8,Pagi
2011-06-25,winter,2011,Jun,186,,9,Pagi
2011-06-25,winter,2011,Jun,302,,10,Pagi
2011-06-25,winter,2011,Jun,331,,11,Siang
2011-06-25,winter,2011,Jun,392,,12,Siang
2011-06-25,winter,2011,Jun,371,,13,Siang
2011-06-25,winter,2011,Jun,383,,14,Siang
2011-06-25,winter,2011,Jun,392,,15,Siang
2011-06-25,winter,2011,Jun,410,,16,Sore
2011-06-25,winter,2011,Jun,399,,17,Sore
2011-06-25,winter,2011,Jun,307,,18,Sore
2011-06-25,winter,2011,Jun,375,,19,Sore
2011-06-25,winter,2011,Jun,269,,20,Malam
2011-06-25,winter,2011,Jun,202,,21,Malam
2011-06-25,winter,2011,Jun,187,,22,Malam
2011-06-25,winter,2011,Jun,179,,23,Malam
2011-06-26,winter,2011,Jun,115,,0,Malam
2011-06-26,winter,2011,Jun,90,,1,Malam
2011-06-26,winter,2011,Jun,87,,2,Malam
2011-06-26,winter,2011,Jun,34,,3,Malam
2011-06-26,winter,2011,Jun,11,,4,Pagi
2011-06-26,winter,2011,Jun,12,,5,Pagi
2011-06-26,winter,2011,Jun,20,,6,Pagi
2011-06-26,winter,2011,Jun,51,,7,Pagi
2011-06-26,winter,2011,Jun,107,,8,Pagi
2011-06-26,winter,2011,Jun,206,,9,Pagi
2011-06-26,winter,2011,Jun,332,,10,Pagi
2011-06-26,winter,2011,Jun,346,,11,Siang
2011-06-26,winter,2011,Jun,443,,12,Siang
2011-06-26,winter,2011,Jun,442,,13,Siang
2011-06-26,winter,2011,Jun,443,,14,Siang
2011-06-26,winter,2011,Jun,403,,15,Siang
2011-06-26,winter,2011,Jun,455,,16,Sore
2011-06-26,winter,2011,Jun,421,,17,Sore
2011-06-26,winter,2011,Jun,382,,18,Sore
2011-06-26,winter,2011,Jun,317,,19,Sore
2011-06-26,winter,2011,Jun,213,,20,Malam
2011-06-26,winter,2011,Jun,183,,21,Malam
2011-06-26,winter,2011,Jun,114,,22,Malam
2011-06-26,winter,2011,Jun,78,,23,Malam
2011-06-27,winter,2011,Jun,32,,0,Malam
2011-06-27,winter,2011,Jun,15,,1,Malam
2011-06-27,winter,2011,Jun,6,,2,Malam
2011-06-27,winter,2011,Jun,2,,3,Malam
2011-06-27,winter,2011,Jun,9,,4,Pagi
2011-06-27,winter,2011,Jun,22,,5,Pagi
2011-06-27,winter,2011,Jun,94,,6,Pagi
2011-06-27,winter,2011,Jun,261,,7,Pagi
2011-06-27,winter,2011,Jun,447,,8,Pagi
2011-06-27,winter,2011,Jun,187,,9,Pagi
2011-06-27,winter,2011,Jun,150,,10,Pagi
2011-06-27,winter,2011,Jun,150,,11,Siang
2011-06-27,winter,2011,Jun,170,,12,Siang
2011-06-27,winter,2011,Jun,164,,13,Siang
2011-06-27,winter,2011,Jun,158,,14,Siang
2011-06-27,winter,2011,Jun,202,,15,Siang
2011-06-27,winter,2011,Jun,275,,16,Sore
2011-06-27,winter,2011,Jun,604,,17,Sore
2011-06-27,winter,2011,Jun,591,,18,Sore
2011-06-27,winter,2011,Jun,396,,19,Sore
2011-06-27,winter,2011,Jun,305,,20,Malam
2011-06-27,winter,2011,Jun,242,,21,Malam
2011-06-27,winter,2011,Jun,145,,22,Malam
2011-06-27,winter,2011,Jun,81,,23,Malam
2011-06-28,winter,2011,Jun,30,,0,Malam
2011-06-28,winter,2011,Jun,13,,1,Malam
2011-06-28,winter,2011,Jun,11,,2,Malam
2011-06-28,winter,2011,Jun,2,,3,Malam
2011-06-28,winter,2011,Jun,8,,4,Pagi
2011-06-28,winter,2011,Jun,21,,5,Pagi
2011-06-28,winter,2011,Jun,124,,6,Pagi
2011-06-28,winter,2011,Jun,347,,7,Pagi
2011-06-28,winter,2011,Jun,456,,8,Pagi
2011-06-28,winter,2011,Jun,246,,9,Pagi
2011-06-28,winter,2011,Jun,157,,10,Pagi
2011-06-28,winter,2011,Jun,167,,11,Siang
2011-06-28,winter,2011,Jun,202,,12,Siang
2011-06-28,winter,2011,Jun,189,,13,Siang
2011-06-28,winter,2011,Jun,160,,14,Siang
2011-06-28,winter,2011,Jun,166,,15,Siang
2011-06-28,winter,2011,Jun,261,,16,Sore
2011-06-28,winter,2011,Jun,579,,17,Sore
2011-06-28,winter,2011,Jun,504,,18,Sore
2011-06-28,winter,2011,Jun,299,,19,Sore
2011-06-28,winter,2011,Jun,296,,20,Malam
2011-06-28,winter,2011,Jun,195,,21,Malam
2011-06-28,winter,2011,Jun,134,,22,Malam
2011-06-28,winter,2011,Jun,81,,23,Malam
2011-06-29,winter,2011,Jun,36,,0,Malam
2011-06-29,winter,2011,Jun,28,,1,Malam
2011-06-29,winter,2011,Jun,16,,2,Malam
2011-06-29,winter,2011,Jun,5,,3,Malam
2011-06-29,winter,2011,Jun,5,,4,Pagi
2011-06-29,winter,2011,Jun,22,,5,Pagi
2011-06-29,winter,2011,Jun,116,,6,Pagi
2011-06-29,winter,2011,Jun,336,,7,Pagi
2011-06-29,winter,2011,Jun,540,,8,Pagi
2011-06-29,winter,2011,Jun,221,,9,Pagi
2011-06-29,winter,2011,Jun,126,,10,Pagi
2011-06-29,winter,2011,Jun,170,,11,Siang
2011-06-29,winter,2011,Jun,243,,12,Siang
2011-06-29,winter,2011,Jun,231,,13,Siang
2011-06-29,winter,2011,Jun,188,,14,Siang
2011-06-29,winter,2011,Jun,189,,15,Siang
2011-06-29,winter,2011,Jun,328,,16,Sore
2011-06-29,winter,2011,Jun,570,,17,Sore
2011-06-29,winter,2011,Jun,588,,18,Sore
2011-06-29,winter,2011,Jun,401,,19,Sore
2011-06-29,winter,2011,Jun,333,,20,Malam
2011-06-29,winter,2011,Jun,221,,21,Malam
2011-06-29,winter,2011,Jun,183,,22,Malam
2011-06-29,winter,2011,Jun,129,,23,Malam
2011-06-30,winter,2011,Jun,54,,0,Malam
2011-06-30,winter,2011,Jun,32,,1,Malam
2011-06-30,winter,2011,Jun,8,,2,Malam
2011-06-30,winter,2011,Jun,9,,3,Malam
2011-06-30,winter,2011,Jun,6,,4,Pagi
2011-06-30,winter,2011,Jun,25,,5,Pagi
2011-06-30,winter,2011,Jun,123,,6,Pagi
2011-06-30,winter,2011,Jun,320,,7,Pagi
2011-06-30,winter,2011,Jun,555,,8,Pagi
2011-06-30,winter,2011,Jun,260,,9,Pagi
2011-06-30,winter,2011,Jun,132,,10,Pagi
2011-06-30,winter,2011,Jun,169,,11,Siang
2011-06-30,winter,2011,Jun,233,,12,Siang
2011-06-30,winter,2011,Jun,232,,13,Siang
2011-06-30,winter,2011,Jun,163,,14,Siang
2011-06-30,winter,2011,Jun,240,,15,Siang
2011-06-30,winter,2011,Jun,323,,16,Sore
2011-06-30,winter,2011,Jun,594,,17,Sore
2011-06-30,winter,2011,Jun,586,,18,Sore
2011-06-30,winter,2011,Jun,455,,19,Sore
2011-06-30,winter,2011,Jun,340,,20,Malam
2011-06-30,winter,2011,Jun,323,,21,Malam
2011-06-30,winter,2011,Jun,207,,22,Malam
2011-06-30,winter,2011,Jun,126,,23,Malam
2011-07-01,winter,2011,Jul,68,,0,Malam
2011-07-01,winter,2011,Jul,31,,1,Malam
2011-07-01,winter,2011,Jul,13,,2,Malam
2011-07-01,winter,2011,Jul,11,,3,Malam
2011-07-01,winter,2011,Jul,6,,4,Pagi
2011-07-01,winter,2011,Jul,30,,5,Pagi
2011-07-01,winter,2011,Jul,108,,6,Pagi
2011-07-01,winter,2011,Jul,243,,7,Pagi
2011-07-01,winter,2011,Jul,492,,8,Pagi
2011-07-01,winter,2011,Jul,260,,9,Pagi
2011-07-01,winter,2011,Jul,170,,10,Pagi
2011-07-01,winter,2011,Jul,214,,11,Siang
2011-07-01,winter,2011,Jul,263,,12,Siang
2011-07-01,winter,2011,Jul,292,,13,Siang
2011-07-01,winter,2011,Jul,303,,14,Siang
2011-07-01,winter,2011,Jul,381,,15,Siang
2011-07-01,winter,2011,Jul,427,,16,Sore
2011-07-01,winter,2011,Jul,461,,17,Sore
2011-07-01,winter,2011,Jul,422,,18,Sore
2011-07-01,winter,2011,Jul,318,,19,Sore
2011-07-01,winter,2011,Jul,269,,20,Malam
2011-07-01,winter,2011,Jul,218,,21,Malam
2011-07-01,winter,2011,Jul,222,,22,Malam
2011-07-01,winter,2011,Jul,140,,23,Malam
2011-07-02,winter,2011,Jul,115,,0,Malam
2011-07-02,winter,2011,Jul,78,,1,Malam
2011-07-02,winter,2011,Jul,52,,2,Malam
2011-07-02,winter,2011,Jul,26,,3,Malam
2011-07-02,winter,2011,Jul,11,,4,Pagi
2011-07-02,winter,2011,Jul,14,,5,Pagi
2011-07-02,winter,2011,Jul,32,,6,Pagi
2011-07-02,winter,2011,Jul,45,,7,Pagi
2011-07-02,winter,2011,Jul,132,,8,Pagi
2011-07-02,winter,2011,Jul,179,,9,Pagi
2011-07-02,winter,2011,Jul,271,,10,Pagi
2011-07-02,winter,2011,Jul,357,,11,Siang
2011-07-02,winter,2011,Jul,374,,12,Siang
2011-07-02,winter,2011,Jul,404,,13,Siang
2011-07-02,winter,2011,Jul,392,,14,Siang
2011-07-02,winter,2011,Jul,331,,15,Siang
2011-07-02,winter,2011,Jul,398,,16,Sore
2011-07-02,winter,2011,Jul,349,,17,Sore
2011-07-02,winter,2011,Jul,383,,18,Sore
2011-07-02,winter,2011,Jul,305,,19,Sore
2011-07-02,winter,2011,Jul,284,,20,Malam
2011-07-02,winter,2011,Jul,232,,21,Malam
2011-07-02,winter,2011,Jul,201,,22,Malam
2011-07-02,winter,2011,Jul,154,,23,Malam
2011-07-03,winter,2011,Jul,144,,0,Malam
2011-07-03,winter,2011,Jul,78,,1,Malam
2011-07-03,winter,2011,Jul,69,,2,Malam
2011-07-03,winter,2011,Jul,33,,3,Malam
2011-07-03,winter,2011,Jul,5,,4,Pagi
2011-07-03,winter,2011,Jul,1,,5,Pagi
2011-07-03,winter,2011,Jul,3,,6,Pagi
2011-07-03,winter,2011,Jul,25,,7,Pagi
2011-07-03,winter,2011,Jul,92,,8,Pagi
2011-07-03,winter,2011,Jul,181,,9,Pagi
2011-07-03,winter,2011,Jul,264,,10,Pagi
2011-07-03,winter,2011,Jul,390,,11,Siang
2011-07-03,winter,2011,Jul,404,,12,Siang
2011-07-03,winter,2011,Jul,421,,13,Siang
2011-07-03,winter,2011,Jul,375,,14,Siang
2011-07-03,winter,2011,Jul,376,,15,Siang
2011-07-03,winter,2011,Jul,414,,16,Sore
2011-07-03,winter,2011,Jul,358,,17,Sore
2011-07-03,winter,2011,Jul,181,,18,Sore
2011-07-03,winter,2011,Jul,183,,19,Sore
2011-07-03,winter,2011,Jul,176,,20,Malam
2011-07-03,winter,2011,Jul,167,,21,Malam
2011-07-03,winter,2011,Jul,162,,22,Malam
2011-07-03,winter,2011,Jul,147,,23,Malam
2011-07-04,winter,2011,Jul,140,,0,Malam
2011-07-04,winter,2011,Jul,119,,1,Malam
2011-07-04,winter,2011,Jul,63,,2,Malam
2011-07-04,winter,2011,Jul,26,,3,Malam
2011-07-04,winter,2011,Jul,12,,4,Pagi
2011-07-04,winter,2011,Jul,4,,5,Pagi
2011-07-04,winter,2011,Jul,16,,6,Pagi
2011-07-04,winter,2011,Jul,36,,7,Pagi
2011-07-04,winter,2011,Jul,86,,8,Pagi
2011-07-04,winter,2011,Jul,238,,9,Pagi
2011-07-04,winter,2011,Jul,280,,10,Pagi
2011-07-04,winter,2011,Jul,349,,11,Siang
2011-07-04,winter,2011,Jul,447,,12,Siang
2011-07-04,winter,2011,Jul,423,,13,Siang
2011-07-04,winter,2011,Jul,408,,14,Siang
2011-07-04,winter,2011,Jul,408,,15,Siang
2011-07-04,winter,2011,Jul,452,,16,Sore
2011-07-04,winter,2011,Jul,436,,17,Sore
2011-07-04,winter,2011,Jul,418,,18,Sore
2011-07-04,winter,2011,Jul,375,,19,Sore
2011-07-04,winter,2011,Jul,386,,20,Malam
2011-07-04,winter,2011,Jul,457,,21,Malam
2011-07-04,winter,2011,Jul,326,,22,Malam
2011-07-04,winter,2011,Jul,138,,23,Malam
2011-07-05,winter,2011,Jul,55,,0,Malam
2011-07-05,winter,2011,Jul,39,,1,Malam
2011-07-05,winter,2011,Jul,13,,2,Malam
2011-07-05,winter,2011,Jul,8,,3,Malam
2011-07-05,winter,2011,Jul,5,,4,Pagi
2011-07-05,winter,2011,Jul,20,,5,Pagi
2011-07-05,winter,2011,Jul,94,,6,Pagi
2011-07-05,winter,2011,Jul,270,,7,Pagi
2011-07-05,winter,2011,Jul,432,,8,Pagi
2011-07-05,winter,2011,Jul,227,,9,Pagi
2011-07-05,winter,2011,Jul,139,,10,Pagi
2011-07-05,winter,2011,Jul,172,,11,Siang
2011-07-05,winter,2011,Jul,201,,12,Siang
2011-07-05,winter,2011,Jul,203,,13,Siang
2011-07-05,winter,2011,Jul,178,,14,Siang
2011-07-05,winter,2011,Jul,162,,15,Siang
2011-07-05,winter,2011,Jul,281,,16,Sore
2011-07-05,winter,2011,Jul,545,,17,Sore
2011-07-05,winter,2011,Jul,496,,18,Sore
2011-07-05,winter,2011,Jul,368,,19,Sore
2011-07-05,winter,2011,Jul,284,,20,Malam
2011-07-05,winter,2011,Jul,245,,21,Malam
2011-07-05,winter,2011,Jul,155,,22,Malam
2011-07-05,winter,2011,Jul,73,,23,Malam
2011-07-06,winter,2011,Jul,37,,0,Malam
2011-07-06,winter,2011,Jul,15,,1,Malam
2011-07-06,winter,2011,Jul,5,,2,Malam
2011-07-06,winter,2011,Jul,6,,3,Malam
2011-07-06,winter,2011,Jul,6,,4,Pagi
2011-07-06,winter,2011,Jul,35,,5,Pagi
2011-07-06,winter,2011,Jul,121,,6,Pagi
2011-07-06,winter,2011,Jul,312,,7,Pagi
2011-07-06,winter,2011,Jul,428,,8,Pagi
2011-07-06,winter,2011,Jul,189,,9,Pagi
2011-07-06,winter,2011,Jul,43,,10,Pagi
2011-07-06,winter,2011,Jul,127,,11,Siang
2011-07-06,winter,2011,Jul,152,,12,Siang
2011-07-06,winter,2011,Jul,140,,13,Siang
2011-07-06,winter,2011,Jul,163,,14,Siang
2011-07-06,winter,2011,Jul,185,,15,Siang
2011-07-06,winter,2011,Jul,275,,16,Sore
2011-07-06,winter,2011,Jul,596,,17,Sore
2011-07-06,winter,2011,Jul,563,,18,Sore
2011-07-06,winter,2011,Jul,394,,19,Sore
2011-07-06,winter,2011,Jul,312,,20,Malam
2011-07-06,winter,2011,Jul,241,,21,Malam
2011-07-06,winter,2011,Jul,186,,22,Malam
2011-07-06,winter,2011,Jul,98,,23,Malam
2011-07-07,winter,2011,Jul,35,,0,Malam
2011-07-07,winter,2011,Jul,16,,1,Malam
2011-07-07,winter,2011,Jul,8,,2,Malam
2011-07-07,winter,2011,Jul,4,,3,Malam
2011-07-07,winter,2011,Jul,4,,4,Pagi
2011-07-07,winter,2011,Jul,32,,5,Pagi
2011-07-07,winter,2011,Jul,118,,6,Pagi
2011-07-07,winter,2011,Jul,292,,7,Pagi
2011-07-07,winter,2011,Jul,443,,8,Pagi
2011-07-07,winter,2011,Jul,179,,9,Pagi
2011-07-07,winter,2011,Jul,101,,10,Pagi
2011-07-07,winter,2011,Jul,142,,11,Siang
2011-07-07,winter,2011,Jul,171,,12,Siang
2011-07-07,winter,2011,Jul,155,,13,Siang
2011-07-07,winter,2011,Jul,160,,14,Siang
2011-07-07,winter,2011,Jul,166,,15,Siang
2011-07-07,winter,2011,Jul,265,,16,Sore
2011-07-07,winter,2011,Jul,569,,17,Sore
2011-07-07,winter,2011,Jul,562,,18,Sore
2011-07-07,winter,2011,Jul,365,,19,Sore
2011-07-07,winter,2011,Jul,285,,20,Malam
2011-07-07,winter,2011,Jul,209,,21,Malam
2011-07-07,winter,2011,Jul,182,,22,Malam
2011-07-07,winter,2011,Jul,129,,23,Malam
2011-07-08,winter,2011,Jul,47,,0,Malam
2011-07-08,winter,2011,Jul,34,,1,Malam
2011-07-08,winter,2011,Jul,22,,2,Malam
2011-07-08,winter,2011,Jul,6,,3,Malam
2011-07-08,winter,2011,Jul,11,,4,Pagi
2011-07-08,winter,2011,Jul,27,,5,Pagi
2011-07-08,winter,2011,Jul,102,,6,Pagi
2011-07-08,winter,2011,Jul,332,,7,Pagi
2011-07-08,winter,2011,Jul,457,,8,Pagi
2011-07-08,winter,2011,Jul,241,,9,Pagi
2011-07-08,winter,2011,Jul,138,,10,Pagi
2011-07-08,winter,2011,Jul,165,,11,Siang
2011-07-08,winter,2011,Jul,213,,12,Siang
2011-07-08,winter,2011,Jul,229,,13,Siang
2011-07-08,winter,2011,Jul,216,,14,Siang
2011-07-08,winter,2011,Jul,141,,15,Siang
2011-07-08,winter,2011,Jul,132,,16,Sore
2011-07-08,winter,2011,Jul,167,,17,Sore
2011-07-08,winter,2011,Jul,316,,18,Sore
2011-07-08,winter,2011,Jul,270,,19,Sore
2011-07-08,winter,2011,Jul,250,,20,Malam
2011-07-08,winter,2011,Jul,204,,21,Malam
2011-07-08,winter,2011,Jul,169,,22,Malam
2011-07-08,winter,2011,Jul,151,,23,Malam
2011-07-09,winter,2011,Jul,121,,0,Malam
2011-07-09,winter,2011,Jul,53,,1,Malam
2011-07-09,winter,2011,Jul,55,,2,Malam
2011-07-09,winter,2011,Jul,30,,3,Malam
2011-07-09,winter,2011,Jul,6,,4,Pagi
2011-07-09,winter,2011,Jul,15,,5,Pagi
2011-07-09,winter,2011,Jul,38,,6,Pagi
2011-07-09,winter,2011,Jul,71,,7,Pagi
2011-07-09,winter,2011,Jul,182,,8,Pagi
2011-07-09,winter,2011,Jul,247,,9,Pagi
2011-07-09,winter,2011,Jul,264,,10,Pagi
2011-07-09,winter,2011,Jul,290,,11,Siang
2011-07-09,winter,2011,Jul,366,,12,Siang
2011-07-09,winter,2011,Jul,416,,13,Siang
2011-07-09,winter,2011,Jul,373,,14,Siang
2011-07-09,winter,2011,Jul,402,,15,Siang
2011-07-09,winter,2011,Jul,416,,16,Sore
2011-07-09,winter,2011,Jul,401,,17,Sore
2011-07-09,winter,2011,Jul,378,,18,Sore
2011-07-09,winter,2011,Jul,306,,19,Sore
2011-07-09,winter,2011,Jul,314,,20,Malam
2011-07-09,winter,2011,Jul,238,,21,Malam
2011-07-09,winter,2011,Jul,214,,22,Malam
2011-07-09,winter,2011,Jul,140,,23,Malam
2011-07-10,winter,2011,Jul,154,,0,Malam
2011-07-10,winter,2011,Jul,113,,1,Malam
2011-07-10,winter,2011,Jul,96,,2,Malam
2011-07-10,winter,2011,Jul,25,,3,Malam
2011-07-10,winter,2011,Jul,5,,4,Pagi
2011-07-10,winter,2011,Jul,17,,5,Pagi
2011-07-10,winter,2011,Jul,25,,6,Pagi
2011-07-10,winter,2011,Jul,65,,7,Pagi
2011-07-10,winter,2011,Jul,92,,8,Pagi
2011-07-10,winter,2011,Jul,169,,9,Pagi
2011-07-10,winter,2011,Jul,268,,10,Pagi
2011-07-10,winter,2011,Jul,287,,11,Siang
2011-07-10,winter,2011,Jul,377,,12,Siang
2011-07-10,winter,2011,Jul,367,,13,Siang
2011-07-10,winter,2011,Jul,349,,14,Siang
2011-07-10,winter,2011,Jul,361,,15,Siang
2011-07-10,winter,2011,Jul,372,,16,Sore
2011-07-10,winter,2011,Jul,363,,17,Sore
2011-07-10,winter,2011,Jul,363,,18,Sore
2011-07-10,winter,2011,Jul,303,,19,Sore
2011-07-10,winter,2011,Jul,268,,20,Malam
2011-07-10,winter,2011,Jul,227,,21,Malam
2011-07-10,winter,2011,Jul,143,,22,Malam
2011-07-10,winter,2011,Jul,72,,23,Malam
2011-07-11,winter,2011,Jul,35,,0,Malam
2011-07-11,winter,2011,Jul,10,,1,Malam
2011-07-11,winter,2011,Jul,12,,2,Malam
2011-07-11,winter,2011,Jul,10,,3,Malam
2011-07-11,winter,2011,Jul,4,,4,Pagi
2011-07-11,winter,2011,Jul,26,,5,Pagi
2011-07-11,winter,2011,Jul,121,,6,Pagi
2011-07-11,winter,2011,Jul,317,,7,Pagi
2011-07-11,winter,2011,Jul,420,,8,Pagi
2011-07-11,winter,2011,Jul,208,,9,Pagi
2011-07-11,winter,2011,Jul,117,,10,Pagi
2011-07-11,winter,2011,Jul,128,,11,Siang
2011-07-11,winter,2011,Jul,148,,12,Siang
2011-07-11,winter,2011,Jul,141,,13,Siang
2011-07-11,winter,2011,Jul,134,,14,Siang
2011-07-11,winter,2011,Jul,146,,15,Siang
2011-07-11,winter,2011,Jul,239,,16,Sore
2011-07-11,winter,2011,Jul,514,,17,Sore
2011-07-11,winter,2011,Jul,472,,18,Sore
2011-07-11,winter,2011,Jul,373,,19,Sore
2011-07-11,winter,2011,Jul,236,,20,Malam
2011-07-11,winter,2011,Jul,130,,21,Malam
2011-07-11,winter,2011,Jul,90,,22,Malam
2011-07-11,winter,2011,Jul,55,,23,Malam
2011-07-12,winter,2011,Jul,22,,0,Malam
2011-07-12,winter,2011,Jul,14,,1,Malam
2011-07-12,winter,2011,Jul,9,,2,Malam
2011-07-12,winter,2011,Jul,8,,3,Malam
2011-07-12,winter,2011,Jul,6,,4,Pagi
2011-07-12,winter,2011,Jul,25,,5,Pagi
2011-07-12,winter,2011,Jul,115,,6,Pagi
2011-07-12,winter,2011,Jul,330,,7,Pagi
2011-07-12,winter,2011,Jul,417,,8,Pagi
2011-07-12,winter,2011,Jul,176,,9,Pagi
2011-07-12,winter,2011,Jul,123,,10,Pagi
2011-07-12,winter,2011,Jul,125,,11,Siang
2011-07-12,winter,2011,Jul,163,,12,Siang
2011-07-12,winter,2011,Jul,136,,13,Siang
2011-07-12,winter,2011,Jul,124,,14,Siang
2011-07-12,winter,2011,Jul,148,,15,Siang
2011-07-12,winter,2011,Jul,202,,16,Sore
2011-07-12,winter,2011,Jul,428,,17,Sore
2011-07-12,winter,2011,Jul,511,,18,Sore
2011-07-12,winter,2011,Jul,337,,19,Sore
2011-07-12,winter,2011,Jul,308,,20,Malam
2011-07-12,winter,2011,Jul,258,,21,Malam
2011-07-12,winter,2011,Jul,194,,22,Malam
2011-07-12,winter,2011,Jul,79,,23,Malam
2011-07-13,winter,2011,Jul,46,,0,Malam
2011-07-13,winter,2011,Jul,12,,1,Malam
2011-07-13,winter,2011,Jul,5,,2,Malam
2011-07-13,winter,2011,Jul,4,,3,Malam
2011-07-13,winter,2011,Jul,5,,4,Pagi
