dateday,season,year,month,hour,count,time_category
2011-08-13,fall,2011,Aug,16,281,Sore
2011-08-13,fall,2011,Aug,17,269,Sore
2011-08-13,fall,2011,Aug,18,292,Sore
2011-08-13,fall,2011,Aug,19,237,Sore
2011-08-13,fall,2011,Aug,20,183,Malam
2011-08-13,fall,2011,Aug,21,167,Malam
2011-08-13,fall,2011,Aug,22,154,Malam
2011-08-13,fall,2011,Aug,23,120,Malam
2011-08-14,fall,2011,Aug,0,90,Malam
2011-08-14,fall,2011,Aug,1,73,Malam
2011-08-14,fall,2011,Aug,2,62,Malam
2011-08-14,fall,2011,Aug,3,27,Malam
2011-08-14,fall,2011,Aug,4,3,Pagi
2011-08-14,fall,2011,Aug,5,10,Pagi
2011-08-14,fall,2011,Aug,6,6,Pagi
2011-08-14,fall,2011,Aug,7,24,Pagi
2011-08-14,fall,2011,Aug,8,41,Pagi
2011-08-14,fall,2011,Aug,9,103,Pagi
2011-08-14,fall,2011,Aug,10,183,Pagi
2011-08-14,fall,2011,Aug,11,198,Siang
2011-08-14,fall,2011,Aug,12,281,Siang
2011-08-14,fall,2011,Aug,13,377,Siang
2011-08-14,fall,2011,Aug,14,370,Siang
2011-08-14,fall,2011,Aug,15,331,Siang
2011-08-14,fall,2011,Aug,16,292,Sore
2011-08-14,fall,2011,Aug,17,329,Sore
2011-08-14,fall,2011,Aug,18,347,Sore
2011-08-14,fall,2011,Aug,19,259,Sore
2011-08-14,fall,2011,Aug,20,193,Malam
2011-08-14,fall,2011,Aug,21,155,Malam
2011-08-14,fall,2011,Aug,22,39,Malam
2011-08-14,fall,2011,Aug,23,27,Malam
2011-08-15,fall,2011,Aug,0,25,Malam
2011-08-15,fall,2011,Aug,1,10,Malam
2011-08-15,fall,2011,Aug,2,3,Malam
2011-08-15,fall,2011,Aug,3,7,Malam
2011-08-15,fall,2011,Aug,4,5,Pagi
2011-08-15,fall,2011,Aug,5,17,Pagi
2011-08-15,fall,2011,Aug,6,90,Pagi
2011-08-15,fall,2011,Aug,7,258,Pagi
2011-08-15,fall,2011,Aug,8,355,Pagi
2011-08-15,fall,2011,Aug,9,222,Pagi
2011-08-15,fall,2011,Aug,10,141,Pagi
2011-08-15,fall,2011,Aug,11,153,Siang
2011-08-15,fall,2011,Aug,12,178,Siang
2011-08-15,fall,2011,Aug,13,193,Siang
2011-08-15,fall,2011,Aug,14,151,Siang
2011-08-15,fall,2011,Aug,15,182,Siang
2011-08-15,fall,2011,Aug,16,283,Sore
2011-08-15,fall,2011,Aug,17,530,Sore
2011-08-15,fall,2011,Aug,18,483,Sore
2011-08-15,fall,2011,Aug,19,397,Sore
2011-08-15,fall,2011,Aug,20,285,Malam
2011-08-15,fall,2011,Aug,21,184,Malam
2011-08-15,fall,2011,Aug,22,98,Malam
2011-08-15,fall,2011,Aug,23,88,Malam
2011-08-16,fall,2011,Aug,0,31,Malam
2011-08-16,fall,2011,Aug,1,16,Malam
2011-08-16,fall,2011,Aug,2,4,Malam
2011-08-16,fall,2011,Aug,3,6,Malam
2011-08-16,fall,2011,Aug,4,5,Pagi
2011-08-16,fall,2011,Aug,5,30,Pagi
2011-08-16,fall,2011,Aug,6,119,Pagi
2011-08-16,fall,2011,Aug,7,346,Pagi
2011-08-16,fall,2011,Aug,8,441,Pagi
2011-08-16,fall,2011,Aug,9,198,Pagi
2011-08-16,fall,2011,Aug,10,111,Pagi
2011-08-16,fall,2011,Aug,11,150,Siang
2011-08-16,fall,2011,Aug,12,162,Siang
2011-08-16,fall,2011,Aug,13,192,Siang
2011-08-16,fall,2011,Aug,14,182,Siang
2011-08-16,fall,2011,Aug,15,159,Siang
2011-08-16,fall,2011,Aug,16,303,Sore
2011-08-16,fall,2011,Aug,17,600,Sore
2011-08-16,fall,2011,Aug,18,570,Sore
2011-08-16,fall,2011,Aug,19,376,Sore
2011-08-16,fall,2011,Aug,20,280,Malam
2011-08-16,fall,2011,Aug,21,215,Malam
2011-08-16,fall,2011,Aug,22,152,Malam
2011-08-16,fall,2011,Aug,23,77,Malam
2011-08-17,fall,2011,Aug,0,24,Malam
2011-08-17,fall,2011,Aug,1,14,Malam
2011-08-17,fall,2011,Aug,2,6,Malam
2011-08-17,fall,2011,Aug,3,5,Malam
2011-08-17,fall,2011,Aug,4,5,Pagi
2011-08-17,fall,2011,Aug,5,28,Pagi
2011-08-17,fall,2011,Aug,6,105,Pagi
2011-08-17,fall,2011,Aug,7,308,Pagi
2011-08-17,fall,2011,Aug,8,487,Pagi
2011-08-17,fall,2011,Aug,9,209,Pagi
2011-08-17,fall,2011,Aug,10,118,Pagi
2011-08-17,fall,2011,Aug,11,128,Siang
2011-08-17,fall,2011,Aug,12,189,Siang
2011-08-17,fall,2011,Aug,13,176,Siang
2011-08-17,fall,2011,Aug,14,192,Siang
2011-08-17,fall,2011,Aug,15,159,Siang
2011-08-17,fall,2011,Aug,16,300,Sore
2011-08-17,fall,2011,Aug,17,552,Sore
2011-08-17,fall,2011,Aug,18,556,Sore
2011-08-17,fall,2011,Aug,19,347,Sore
2011-08-17,fall,2011,Aug,20,280,Malam
2011-08-17,fall,2011,Aug,21,230,Malam
2011-08-17,fall,2011,Aug,22,171,Malam
2011-08-17,fall,2011,Aug,23,105,Malam
2011-08-18,fall,2011,Aug,0,56,Malam
2011-08-18,fall,2011,Aug,1,24,Malam
2011-08-18,fall,2011,Aug,2,6,Malam
2011-08-18,fall,2011,Aug,3,6,Malam
2011-08-18,fall,2011,Aug,4,9,Pagi
2011-08-18,fall,2011,Aug,5,27,Pagi
2011-08-18,fall,2011,Aug,6,103,Pagi
2011-08-18,fall,2011,Aug,7,308,Pagi
2011-08-18,fall,2011,Aug,8,420,Pagi
2011-08-18,fall,2011,Aug,9,228,Pagi
2011-08-18,fall,2011,Aug,10,129,Pagi
2011-08-18,fall,2011,Aug,11,141,Siang
2011-08-18,fall,2011,Aug,12,173,Siang
2011-08-18,fall,2011,Aug,13,187,Siang
2011-08-18,fall,2011,Aug,14,182,Siang
2011-08-18,fall,2011,Aug,15,174,Siang
2011-08-18,fall,2011,Aug,16,245,Sore
2011-08-18,fall,2011,Aug,17,409,Sore
2011-08-18,fall,2011,Aug,18,274,Sore
2011-08-18,fall,2011,Aug,19,141,Sore
2011-08-18,fall,2011,Aug,20,165,Malam
2011-08-18,fall,2011,Aug,21,149,Malam
2011-08-18,fall,2011,Aug,22,135,Malam
2011-08-18,fall,2011,Aug,23,114,Malam
2011-08-19,fall,2011,Aug,0,62,Malam
2011-08-19,fall,2011,Aug,1,20,Malam
2011-08-19,fall,2011,Aug,2,8,Malam
2011-08-19,fall,2011,Aug,3,3,Malam
2011-08-19,fall,2011,Aug,4,8,Pagi
2011-08-19,fall,2011,Aug,5,17,Pagi
2011-08-19,fall,2011,Aug,6,93,Pagi
2011-08-19,fall,2011,Aug,7,263,Pagi
2011-08-19,fall,2011,Aug,8,398,Pagi
2011-08-19,fall,2011,Aug,9,218,Pagi
2011-08-19,fall,2011,Aug,10,165,Pagi
2011-08-19,fall,2011,Aug,11,165,Siang
2011-08-19,fall,2011,Aug,12,222,Siang
2011-08-19,fall,2011,Aug,13,232,Siang
2011-08-19,fall,2011,Aug,14,220,Siang
2011-08-19,fall,2011,Aug,15,222,Siang
2011-08-19,fall,2011,Aug,16,327,Sore
2011-08-19,fall,2011,Aug,17,527,Sore
2011-08-19,fall,2011,Aug,18,425,Sore
2011-08-19,fall,2011,Aug,19,165,Sore
2011-08-19,fall,2011,Aug,20,58,Malam
2011-08-19,fall,2011,Aug,21,107,Malam
2011-08-19,fall,2011,Aug,22,122,Malam
2011-08-19,fall,2011,Aug,23,106,Malam
2011-08-20,fall,2011,Aug,0,128,Malam
2011-08-20,fall,2011,Aug,1,47,Malam
2011-08-20,fall,2011,Aug,2,69,Malam
2011-08-20,fall,2011,Aug,3,51,Malam
2011-08-20,fall,2011,Aug,4,7,Pagi
2011-08-20,fall,2011,Aug,5,8,Pagi
2011-08-20,fall,2011,Aug,6,24,Pagi
2011-08-20,fall,2011,Aug,7,44,Pagi
2011-08-20,fall,2011,Aug,8,133,Pagi
2011-08-20,fall,2011,Aug,9,190,Pagi
2011-08-20,fall,2011,Aug,10,306,Pagi
2011-08-20,fall,2011,Aug,11,338,Siang
2011-08-20,fall,2011,Aug,12,409,Siang
2011-08-20,fall,2011,Aug,13,378,Siang
2011-08-20,fall,2011,Aug,14,375,Siang
2011-08-20,fall,2011,Aug,15,390,Siang
2011-08-20,fall,2011,Aug,16,373,Sore
2011-08-20,fall,2011,Aug,17,383,Sore
2011-08-20,fall,2011,Aug,18,394,Sore
2011-08-20,fall,2011,Aug,19,291,Sore
2011-08-20,fall,2011,Aug,20,248,Malam
2011-08-20,fall,2011,Aug,21,225,Malam
2011-08-20,fall,2011,Aug,22,223,Malam
2011-08-20,fall,2011,Aug,23,157,Malam
2011-08-21,fall,2011,Aug,0,74,Malam
2011-08-21,fall,2011,Aug,1,86,Malam
2011-08-21,fall,2011,Aug,2,64,Malam
2011-08-21,fall,2011,Aug,3,51,Malam
2011-08-21,fall,2011,Aug,4,6,Pagi
2011-08-21,fall,2011,Aug,5,8,Pagi
2011-08-21,fall,2011,Aug,6,14,Pagi
2011-08-21,fall,2011,Aug,7,31,Pagi
2011-08-21,fall,2011,Aug,8,92,Pagi
2011-08-21,fall,2011,Aug,9,231,Pagi
2011-08-21,fall,2011,Aug,10,274,Pagi
2011-08-21,fall,2011,Aug,11,313,Siang
2011-08-21,fall,2011,Aug,12,374,Siang
2011-08-21,fall,2011,Aug,13,310,Siang
2011-08-21,fall,2011,Aug,14,235,Siang
2011-08-21,fall,2011,Aug,15,68,Siang
2011-08-21,fall,2011,Aug,16,258,Sore
2011-08-21,fall,2011,Aug,17,270,Sore
2011-08-21,fall,2011,Aug,18,311,Sore
2011-08-21,fall,2011,Aug,19,282,Sore
2011-08-21,fall,2011,Aug,20,181,Malam
2011-08-21,fall,2011,Aug,21,138,Malam
2011-08-21,fall,2011,Aug,22,134,Malam
2011-08-21,fall,2011,Aug,23,68,Malam
2011-08-22,fall,2011,Aug,0,40,Malam
2011-08-22,fall,2011,Aug,1,21,Malam
2011-08-22,fall,2011,Aug,2,8,Malam
2011-08-22,fall,2011,Aug,3,5,Malam
2011-08-22,fall,2011,Aug,4,12,Pagi
2011-08-22,fall,2011,Aug,5,24,Pagi
2011-08-22,fall,2011,Aug,6,112,Pagi
2011-08-22,fall,2011,Aug,7,281,Pagi
2011-08-22,fall,2011,Aug,8,351,Pagi
2011-08-22,fall,2011,Aug,9,187,Pagi
2011-08-22,fall,2011,Aug,10,121,Pagi
2011-08-22,fall,2011,Aug,11,131,Siang
2011-08-22,fall,2011,Aug,12,207,Siang
2011-08-22,fall,2011,Aug,13,205,Siang
2011-08-22,fall,2011,Aug,14,225,Siang
2011-08-22,fall,2011,Aug,15,199,Siang
2011-08-22,fall,2011,Aug,16,320,Sore
2011-08-22,fall,2011,Aug,17,591,Sore
2011-08-22,fall,2011,Aug,18,609,Sore
2011-08-22,fall,2011,Aug,19,416,Sore
2011-08-22,fall,2011,Aug,20,268,Malam
2011-08-22,fall,2011,Aug,21,208,Malam
2011-08-22,fall,2011,Aug,22,153,Malam
2011-08-22,fall,2011,Aug,23,64,Malam
2011-08-23,fall,2011,Aug,0,35,Malam
2011-08-23,fall,2011,Aug,1,19,Malam
2011-08-23,fall,2011,Aug,2,6,Malam
2011-08-23,fall,2011,Aug,3,6,Malam
2011-08-23,fall,2011,Aug,4,5,Pagi
2011-08-23,fall,2011,Aug,5,36,Pagi
2011-08-23,fall,2011,Aug,6,114,Pagi
2011-08-23,fall,2011,Aug,7,344,Pagi
2011-08-23,fall,2011,Aug,8,504,Pagi
2011-08-23,fall,2011,Aug,9,225,Pagi
2011-08-23,fall,2011,Aug,10,148,Pagi
2011-08-23,fall,2011,Aug,11,186,Siang
2011-08-23,fall,2011,Aug,12,237,Siang
2011-08-23,fall,2011,Aug,13,234,Siang
2011-08-23,fall,2011,Aug,14,651,Siang
2011-08-23,fall,2011,Aug,15,601,Siang
2011-08-23,fall,2011,Aug,16,444,Sore
2011-08-23,fall,2011,Aug,17,472,Sore
2011-08-23,fall,2011,Aug,18,519,Sore
2011-08-23,fall,2011,Aug,19,367,Sore
2011-08-23,fall,2011,Aug,20,260,Malam
2011-08-23,fall,2011,Aug,21,211,Malam
2011-08-23,fall,2011,Aug,22,191,Malam
2011-08-23,fall,2011,Aug,23,80,Malam
2011-08-24,fall,2011,Aug,0,38,Malam
2011-08-24,fall,2011,Aug,1,24,Malam
2011-08-24,fall,2011,Aug,2,6,Malam
2011-08-24,fall,2011,Aug,3,1,Malam
2011-08-24,fall,2011,Aug,4,7,Pagi
2011-08-24,fall,2011,Aug,5,27,Pagi
2011-08-24,fall,2011,Aug,6,108,Pagi
2011-08-24,fall,2011,Aug,7,308,Pagi
2011-08-24,fall,2011,Aug,8,468,Pagi
2011-08-24,fall,2011,Aug,9,213,Pagi
2011-08-24,fall,2011,Aug,10,146,Pagi
2011-08-24,fall,2011,Aug,11,185,Siang
2011-08-24,fall,2011,Aug,12,235,Siang
2011-08-24,fall,2011,Aug,13,236,Siang
2011-08-24,fall,2011,Aug,14,204,Siang
2011-08-24,fall,2011,Aug,15,204,Siang
2011-08-24,fall,2011,Aug,16,271,Sore
2011-08-24,fall,2011,Aug,17,567,Sore
2011-08-24,fall,2011,Aug,18,621,Sore
2011-08-24,fall,2011,Aug,19,440,Sore
2011-08-24,fall,2011,Aug,20,334,Malam
2011-08-24,fall,2011,Aug,21,236,Malam
2011-08-24,fall,2011,Aug,22,181,Malam
2011-08-24,fall,2011,Aug,23,70,Malam
2011-08-25,fall,2011,Aug,0,52,Malam
2011-08-25,fall,2011,Aug,1,15,Malam
2011-08-25,fall,2011,Aug,2,5,Malam
2011-08-25,fall,2011,Aug,3,4,Malam
2011-08-25,fall,2011,Aug,4,7,Pagi
2011-08-25,fall,2011,Aug,5,26,Pagi
2011-08-25,fall,2011,Aug,6,102,Pagi
2011-08-25,fall,2011,Aug,7,313,Pagi
2011-08-25,fall,2011,Aug,8,484,Pagi
2011-08-25,fall,2011,Aug,9,162,Pagi
2011-08-25,fall,2011,Aug,10,142,Pagi
2011-08-25,fall,2011,Aug,11,151,Siang
2011-08-25,fall,2011,Aug,12,41,Siang
2011-08-25,fall,2011,Aug,13,37,Siang
2011-08-25,fall,2011,Aug,14,113,Siang
2011-08-25,fall,2011,Aug,15,132,Siang
2011-08-25,fall,2011,Aug,16,121,Sore
2011-08-25,fall,2011,Aug,17,312,Sore
2011-08-25,fall,2011,Aug,18,408,Sore
2011-08-25,fall,2011,Aug,19,272,Sore
2011-08-25,fall,2011,Aug,20,225,Malam
2011-08-25,fall,2011,Aug,21,187,Malam
2011-08-25,fall,2011,Aug,22,147,Malam
2011-08-25,fall,2011,Aug,23,84,Malam
2011-08-26,fall,2011,Aug,0,51,Malam
2011-08-26,fall,2011,Aug,1,23,Malam
2011-08-26,fall,2011,Aug,2,20,Malam
2011-08-26,fall,2011,Aug,3,11,Malam
2011-08-26,fall,2011,Aug,4,8,Pagi
2011-08-26,fall,2011,Aug,5,26,Pagi
2011-08-26,fall,2011,Aug,6,105,Pagi
2011-08-26,fall,2011,Aug,7,266,Pagi
2011-08-26,fall,2011,Aug,8,404,Pagi
2011-08-26,fall,2011,Aug,9,230,Pagi
2011-08-26,fall,2011,Aug,10,123,Pagi
2011-08-26,fall,2011,Aug,11,214,Siang
2011-08-26,fall,2011,Aug,12,243,Siang
2011-08-26,fall,2011,Aug,13,237,Siang
2011-08-26,fall,2011,Aug,14,219,Siang
2011-08-26,fall,2011,Aug,15,249,Siang
2011-08-26,fall,2011,Aug,16,343,Sore
2011-08-26,fall,2011,Aug,17,489,Sore
2011-08-26,fall,2011,Aug,18,410,Sore
2011-08-26,fall,2011,Aug,19,290,Sore
2011-08-26,fall,2011,Aug,20,222,Malam
2011-08-26,fall,2011,Aug,21,190,Malam
2011-08-26,fall,2011,Aug,22,152,Malam
2011-08-26,fall,2011,Aug,23,136,Malam
2011-08-27,fall,2011,Aug,0,145,Malam
2011-08-27,fall,2011,Aug,1,64,Malam
2011-08-27,fall,2011,Aug,2,77,Malam
2011-08-27,fall,2011,Aug,3,30,Malam
2011-08-27,fall,2011,Aug,4,4,Pagi
2011-08-27,fall,2011,Aug,5,12,Pagi
2011-08-27,fall,2011,Aug,6,18,Pagi
2011-08-27,fall,2011,Aug,7,28,Pagi
2011-08-27,fall,2011,Aug,8,76,Pagi
2011-08-27,fall,2011,Aug,9,156,Pagi
2011-08-27,fall,2011,Aug,10,205,Pagi
2011-08-27,fall,2011,Aug,11,88,Siang
2011-08-27,fall,2011,Aug,12,76,Siang
2011-08-27,fall,2011,Aug,13,43,Siang
2011-08-27,fall,2011,Aug,14,23,Siang
2011-08-27,fall,2011,Aug,15,30,Siang
2011-08-27,fall,2011,Aug,16,24,Sore
2011-08-27,fall,2011,Aug,17,16,Sore
2011-08-28,fall,2011,Aug,7,1,Pagi
2011-08-28,fall,2011,Aug,8,8,Pagi
2011-08-28,fall,2011,Aug,9,53,Pagi
2011-08-28,fall,2011,Aug,10,142,Pagi
2011-08-28,fall,2011,Aug,11,237,Siang
2011-08-28,fall,2011,Aug,12,306,Siang
2011-08-28,fall,2011,Aug,13,431,Siang
2011-08-28,fall,2011,Aug,14,447,Siang
2011-08-28,fall,2011,Aug,15,469,Siang
2011-08-28,fall,2011,Aug,16,491,Sore
2011-08-28,fall,2011,Aug,17,398,Sore
2011-08-28,fall,2011,Aug,18,402,Sore
2011-08-28,fall,2011,Aug,19,387,Sore
2011-08-28,fall,2011,Aug,20,214,Malam
2011-08-28,fall,2011,Aug,21,186,Malam
2011-08-28,fall,2011,Aug,22,98,Malam
2011-08-28,fall,2011,Aug,23,64,Malam
2011-08-29,fall,2011,Aug,0,34,Malam
2011-08-29,fall,2011,Aug,1,20,Malam
2011-08-29,fall,2011,Aug,2,13,Malam
2011-08-29,fall,2011,Aug,3,6,Malam
2011-08-29,fall,2011,Aug,4,3,Pagi
2011-08-29,fall,2011,Aug,5,17,Pagi
2011-08-29,fall,2011,Aug,6,102,Pagi
2011-08-29,fall,2011,Aug,7,284,Pagi
2011-08-29,fall,2011,Aug,8,404,Pagi
2011-08-29,fall,2011,Aug,9,188,Pagi
2011-08-29,fall,2011,Aug,10,115,Pagi
2011-08-29,fall,2011,Aug,11,138,Siang
2011-08-29,fall,2011,Aug,12,207,Siang
2011-08-29,fall,2011,Aug,13,218,Siang
2011-08-29,fall,2011,Aug,14,182,Siang
2011-08-29,fall,2011,Aug,15,220,Siang
2011-08-29,fall,2011,Aug,16,282,Sore
2011-08-29,fall,2011,Aug,17,591,Sore
2011-08-29,fall,2011,Aug,18,547,Sore
2011-08-29,fall,2011,Aug,19,367,Sore
2011-08-29,fall,2011,Aug,20,277,Malam
2011-08-29,fall,2011,Aug,21,202,Malam
2011-08-29,fall,2011,Aug,22,142,Malam
2011-08-29,fall,2011,Aug,23,75,Malam
2011-08-30,fall,2011,Aug,0,27,Malam
2011-08-30,fall,2011,Aug,1,13,Malam
2011-08-30,fall,2011,Aug,2,10,Malam
2011-08-30,fall,2011,Aug,3,4,Malam
2011-08-30,fall,2011,Aug,4,6,Pagi
2011-08-30,fall,2011,Aug,5,28,Pagi
2011-08-30,fall,2011,Aug,6,119,Pagi
2011-08-30,fall,2011,Aug,7,357,Pagi
2011-08-30,fall,2011,Aug,8,493,Pagi
2011-08-30,fall,2011,Aug,9,218,Pagi
2011-08-30,fall,2011,Aug,10,137,Pagi
2011-08-30,fall,2011,Aug,11,175,Siang
2011-08-30,fall,2011,Aug,12,237,Siang
2011-08-30,fall,2011,Aug,13,229,Siang
2011-08-30,fall,2011,Aug,14,209,Siang
2011-08-30,fall,2011,Aug,15,196,Siang
2011-08-30,fall,2011,Aug,16,337,Sore
2011-08-30,fall,2011,Aug,17,611,Sore
2011-08-30,fall,2011,Aug,18,576,Sore
2011-08-30,fall,2011,Aug,19,465,Sore
2011-08-30,fall,2011,Aug,20,298,Malam
2011-08-30,fall,2011,Aug,21,223,Malam
2011-08-30,fall,2011,Aug,22,143,Malam
2011-08-30,fall,2011,Aug,23,93,Malam
2011-08-31,fall,2011,Aug,0,32,Malam
2011-08-31,fall,2011,Aug,1,15,Malam
2011-08-31,fall,2011,Aug,2,6,Malam
2011-08-31,fall,2011,Aug,3,6,Malam
2011-08-31,fall,2011,Aug,4,5,Pagi
2011-08-31,fall,2011,Aug,5,27,Pagi
2011-08-31,fall,2011,Aug,6,111,Pagi
2011-08-31,fall,2011,Aug,7,328,Pagi
2011-08-31,fall,2011,Aug,8,467,Pagi
2011-08-31,fall,2011,Aug,9,244,Pagi
2011-08-31,fall,2011,Aug,10,138,Pagi
2011-08-31,fall,2011,Aug,11,171,Siang
2011-08-31,fall,2011,Aug,12,260,Siang
2011-08-31,fall,2011,Aug,13,221,Siang
2011-08-31,fall,2011,Aug,14,196,Siang
2011-08-31,fall,2011,Aug,15,172,Siang
2011-08-31,fall,2011,Aug,16,309,Sore
2011-08-31,fall,2011,Aug,17,608,Sore
2011-08-31,fall,2011,Aug,18,565,Sore
2011-08-31,fall,2011,Aug,19,446,Sore
2011-08-31,fall,2011,Aug,20,289,Malam
2011-08-31,fall,2011,Aug,21,201,Malam
2011-08-31,fall,2011,Aug,22,157,Malam
2011-08-31,fall,2011,Aug,23,84,Malam
2011-09-01,fall,2011,Sep,0,51,Malam
2011-09-01,fall,2011,Sep,1,21,Malam
2011-09-01,fall,2011,Sep,2,25,Malam
2011-09-01,fall,2011,Sep,3,14,Malam
2011-09-01,fall,2011,Sep,4,7,Pagi
2011-09-01,fall,2011,Sep,5,23,Pagi
2011-09-01,fall,2011,Sep,6,105,Pagi
2011-09-01,fall,2011,Sep,7,342,Pagi
2011-09-01,fall,2011,Sep,8,498,Pagi
2011-09-01,fall,2011,Sep,9,207,Pagi
2011-09-01,fall,2011,Sep,10,138,Pagi
2011-09-01,fall,2011,Sep,11,192,Siang
2011-09-01,fall,2011,Sep,12,229,Siang
2011-09-01,fall,2011,Sep,13,219,Siang
2011-09-01,fall,2011,Sep,14,198,Siang
2011-09-01,fall,2011,Sep,15,174,Siang
2011-09-01,fall,2011,Sep,16,308,Sore
2011-09-01,fall,2011,Sep,17,628,Sore
2011-09-01,fall,2011,Sep,18,531,Sore
2011-09-01,fall,2011,Sep,19,443,Sore
2011-09-01,fall,2011,Sep,20,280,Malam
2011-09-01,fall,2011,Sep,21,177,Malam
2011-09-01,fall,2011,Sep,22,179,Malam
2011-09-01,fall,2011,Sep,23,126,Malam
2011-09-02,fall,2011,Sep,0,64,Malam
2011-09-02,fall,2011,Sep,1,32,Malam
2011-09-02,fall,2011,Sep,2,20,Malam
2011-09-02,fall,2011,Sep,3,8,Malam
2011-09-02,fall,2011,Sep,4,4,Pagi
2011-09-02,fall,2011,Sep,5,20,Pagi
2011-09-02,fall,2011,Sep,6,76,Pagi
2011-09-02,fall,2011,Sep,7,259,Pagi
2011-09-02,fall,2011,Sep,8,456,Pagi
2011-09-02,fall,2011,Sep,9,220,Pagi
2011-09-02,fall,2011,Sep,10,140,Pagi
2011-09-02,fall,2011,Sep,11,192,Siang
2011-09-02,fall,2011,Sep,12,260,Siang
2011-09-02,fall,2011,Sep,13,279,Siang
2011-09-02,fall,2011,Sep,14,283,Siang
2011-09-02,fall,2011,Sep,15,346,Siang
2011-09-02,fall,2011,Sep,16,381,Sore
2011-09-02,fall,2011,Sep,17,455,Sore
2011-09-02,fall,2011,Sep,18,355,Sore
2011-09-02,fall,2011,Sep,19,287,Sore
2011-09-02,fall,2011,Sep,20,196,Malam
2011-09-02,fall,2011,Sep,21,149,Malam
2011-09-02,fall,2011,Sep,22,147,Malam
2011-09-02,fall,2011,Sep,23,98,Malam
2011-09-03,fall,2011,Sep,0,87,Malam
2011-09-03,fall,2011,Sep,1,74,Malam
2011-09-03,fall,2011,Sep,2,41,Malam
2011-09-03,fall,2011,Sep,3,35,Malam
2011-09-03,fall,2011,Sep,4,7,Pagi
2011-09-03,fall,2011,Sep,5,12,Pagi
2011-09-03,fall,2011,Sep,6,23,Pagi
2011-09-03,fall,2011,Sep,7,38,Pagi
2011-09-03,fall,2011,Sep,8,89,Pagi
2011-09-03,fall,2011,Sep,9,201,Pagi
2011-09-03,fall,2011,Sep,10,258,Pagi
2011-09-03,fall,2011,Sep,11,194,Siang
2011-09-03,fall,2011,Sep,12,257,Siang
2011-09-03,fall,2011,Sep,13,353,Siang
2011-09-03,fall,2011,Sep,14,380,Siang
2011-09-03,fall,2011,Sep,15,388,Siang
2011-09-03,fall,2011,Sep,16,374,Sore
2011-09-03,fall,2011,Sep,17,371,Sore
2011-09-03,fall,2011,Sep,18,339,Sore
2011-09-03,fall,2011,Sep,19,295,Sore
2011-09-03,fall,2011,Sep,20,219,Malam
2011-09-03,fall,2011,Sep,21,164,Malam
2011-09-03,fall,2011,Sep,22,162,Malam
2011-09-03,fall,2011,Sep,23,123,Malam
2011-09-04,fall,2011,Sep,0,109,Malam
2011-09-04,fall,2011,Sep,1,75,Malam
2011-09-04,fall,2011,Sep,2,60,Malam
2011-09-04,fall,2011,Sep,3,43,Malam
2011-09-04,fall,2011,Sep,4,4,Pagi
2011-09-04,fall,2011,Sep,5,6,Pagi
2011-09-04,fall,2011,Sep,6,3,Pagi
2011-09-04,fall,2011,Sep,7,30,Pagi
2011-09-04,fall,2011,Sep,8,70,Pagi
2011-09-04,fall,2011,Sep,9,189,Pagi
2011-09-04,fall,2011,Sep,10,297,Pagi
2011-09-04,fall,2011,Sep,11,337,Siang
2011-09-04,fall,2011,Sep,12,435,Siang
2011-09-04,fall,2011,Sep,13,419,Siang
2011-09-04,fall,2011,Sep,14,361,Siang
2011-09-04,fall,2011,Sep,15,410,Siang
2011-09-04,fall,2011,Sep,16,337,Sore
2011-09-04,fall,2011,Sep,17,376,Sore
2011-09-04,fall,2011,Sep,18,356,Sore
2011-09-04,fall,2011,Sep,19,328,Sore
2011-09-04,fall,2011,Sep,20,229,Malam
2011-09-04,fall,2011,Sep,21,207,Malam
2011-09-04,fall,2011,Sep,22,155,Malam
2011-09-04,fall,2011,Sep,23,104,Malam
2011-09-05,fall,2011,Sep,0,97,Malam
2011-09-05,fall,2011,Sep,1,54,Malam
2011-09-05,fall,2011,Sep,2,39,Malam
2011-09-05,fall,2011,Sep,3,16,Malam
2011-09-05,fall,2011,Sep,4,8,Pagi
2011-09-05,fall,2011,Sep,5,6,Pagi
2011-09-05,fall,2011,Sep,6,11,Pagi
2011-09-05,fall,2011,Sep,7,41,Pagi
2011-09-05,fall,2011,Sep,8,101,Pagi
2011-09-05,fall,2011,Sep,9,152,Pagi
2011-09-05,fall,2011,Sep,10,244,Pagi
2011-09-05,fall,2011,Sep,11,308,Siang
2011-09-05,fall,2011,Sep,12,353,Siang
2011-09-05,fall,2011,Sep,13,389,Siang
2011-09-05,fall,2011,Sep,14,357,Siang
2011-09-05,fall,2011,Sep,15,253,Siang
2011-09-05,fall,2011,Sep,16,284,Sore
2011-09-05,fall,2011,Sep,17,114,Sore
2011-09-05,fall,2011,Sep,18,123,Sore
2011-09-05,fall,2011,Sep,19,175,Sore
2011-09-05,fall,2011,Sep,20,82,Malam
2011-09-05,fall,2011,Sep,21,60,Malam
2011-09-05,fall,2011,Sep,22,64,Malam
2011-09-05,fall,2011,Sep,23,20,Malam
2011-09-06,fall,2011,Sep,0,8,Malam
2011-09-06,fall,2011,Sep,2,2,Malam
2011-09-06,fall,2011,Sep,3,1,Malam
2011-09-06,fall,2011,Sep,4,4,Pagi
2011-09-06,fall,2011,Sep,5,21,Pagi
